City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,puerto maldonado,-12.6,-69.1833,28.22,61,75,1.54,PE,1696090296
364,santiago de cao,-7.9589,-79.2392,22.07,68,100,4.63,PE,1696090297
365,isoka,-10.1606,32.6335,28.35,24,19,3.12,ZM,1696090297
366,slavgorod,52.9978,78.6449,13.35,60,99,3.13,RU,1696090297
367,las vegas,36.175,-115.1372,23.48,35,0,12.07,US,1696090070
368,swakopmund,-22.6833,14.5333,16.07,71,53,6.19,NA,1696090298
369,kani keli,-12.9536,45.1033,26.59,71,12,2.8,YT,1696089984
370,loikaw,19.6742,97.2094,19.06,99,94,1.33,MM,1696090298
371,xilin hot,43.9667,116.0333,6.35,51,51,1.94,CN,1696090298
372,ornskoldsvik,63.2909,18.7153,12.53,82,75,6.17,SE,1696090299
373,kismayo,-0.3582,42.5454,26.22,83,26,6.34,SO,1696090299
374,port douglas,-16.4833,145.4667,22.34,77,31,4.02,AU,1696090299
375,melfort,52.8667,-104.6177,9.07,81,100,2.06,CA,1696090300
376,dunedin,-45.8742,170.5036,6.56,75,100,3.68,NZ,1696090140
377,christchurch,-43.5333,172.6333,3.56,91,63,2.06,NZ,1696089923
378,sattahip,12.6664,100.9007,26.05,94,20,0.0,TH,1696090300
379,sisimiut,66.9395,-53.6735,1.9,64,19,2.16,GL,1696090152
380,surgut,61.25,73.4167,1.06,92,0,0.0,RU,1696090301
381,kristiansund,63.1115,7.732,12.36,87,75,7.2,NO,1696090301
382,la peca,-5.6111,-78.435,25.04,69,99,2.66,PE,1696090301
383,chake chake,-5.2459,39.7666,25.08,82,8,5.06,TZ,1696090302
384,zeya,53.75,127.2667,6.61,77,100,1.79,RU,1696090302
385,fortuna,40.5982,-124.1573,13.29,93,95,0.45,US,1696090302
386,castillos,-34.1667,-53.8333,15.27,53,7,3.76,UY,1696090161
387,mogadishu,2.0371,45.3438,26.14,85,16,6.1,SO,1696090303
388,yokadouma,3.5167,15.05,24.45,94,91,1.28,CM,1696090303
389,qarchi gak,37.04,66.7889,21.86,19,0,2.7,AF,1696090303
390,aitape,-3.1374,142.3475,25.76,90,39,3.59,PG,1696090304
391,tofol,5.3248,163.0078,26.95,78,100,1.46,FM,1696090007
392,tangalle,6.024,80.7911,25.09,90,84,3.0,LK,1696090094
393,anzio,41.4853,12.6179,27.29,70,0,2.2,IT,1696090304
394,beatrice,40.2681,-96.747,30.1,45,0,9.77,US,1696090305
395,la ronge,55.1001,-105.2842,7.87,82,95,1.85,CA,1696090118
396,kafir qala,34.6667,61.0667,20.37,21,0,5.36,AF,1696090305
397,tajerouine,35.8917,8.5528,25.97,25,0,3.15,TN,1696090306
398,westerland,54.9079,8.3033,16.01,67,20,6.69,DE,1696090306
399,kosice,48.6667,21.3333,18.97,83,100,3.6,SK,1696090306
400,lihue,21.9789,-159.3672,24.77,89,20,4.12,US,1696090103
401,san pedro,14.35,121.0167,28.53,90,100,2.24,PH,1696090307
402,sergeyevka,53.88,67.4158,9.28,86,83,1.04,KZ,1696090307
403,saint-philippe,-21.3585,55.7679,23.77,83,57,5.88,RE,1696090023
404,alofi,-19.0595,-169.9187,23.55,85,96,5.45,NU,1696090125
405,berekum,7.4534,-2.584,28.38,76,64,1.35,GH,1696090308
406,gitega,-3.5,29.95,25.42,36,81,1.92,BI,1696090308
407,kita,13.0349,-9.4895,34.53,40,60,3.06,ML,1696090308
408,thunder bay,48.4001,-89.3168,14.78,94,100,2.4,CA,1696090056
409,didim,37.3756,27.2678,24.78,61,1,5.37,TR,1696090309
410,kenora,49.8167,-94.4337,15.54,94,20,2.57,CA,1696090309
411,villa de arista,22.65,-100.8333,22.45,66,91,1.4,MX,1696090309
412,maintirano,-18.0667,44.0167,26.0,69,12,3.02,MG,1696090309
413,crescent city,41.756,-124.2018,13.84,94,0,7.2,US,1696090310
414,haiku-pauwela,20.9219,-156.3051,25.02,78,20,8.23,US,1696090086
415,la passe,45.5549,-0.8967,27.13,57,5,2.12,FR,1696090068
416,estreito,-5.7833,-43.25,39.87,17,10,2.78,BR,1696090310
417,margate,51.3813,1.3862,18.26,67,93,2.24,GB,1696090049
418,zhengjiatun,43.5064,123.5064,11.06,64,39,3.6,CN,1696090311
419,novato,38.1074,-122.5697,16.75,85,100,2.24,US,1696090292
420,boyolangu,-8.1181,111.8935,22.07,94,56,0.87,ID,1696090312
421,la libertad,-2.2333,-80.9,27.81,69,40,4.12,EC,1696090312
422,keflavik,64.0049,-22.5624,10.24,81,100,11.83,IS,1696090011
423,enshi,30.3,109.4833,21.46,98,100,1.1,CN,1696090313
424,napili-honokowai,20.9708,-156.6705,26.51,89,87,7.0,US,1696090313
425,cangas de onis,43.3284,-5.0718,27.11,50,19,1.76,ES,1696090313
426,bria,6.5423,21.9863,25.4,88,56,1.39,CF,1696090313
427,letlhakeng,-24.0944,25.0298,30.44,10,0,3.31,BW,1696090314
428,laela,-8.5667,32.05,26.21,28,3,1.98,TZ,1696090314
429,ola,59.5833,151.2833,6.9,69,100,3.38,RU,1696090125
430,xam nua,20.4197,104.0439,19.42,99,95,0.8,LA,1696090314
431,cambria,35.5641,-121.0808,18.47,100,84,0.89,US,1696090315
432,labuan,5.2767,115.2417,27.91,78,88,7.74,MY,1696090315
433,dakhla,23.6848,-15.958,24.01,78,55,8.23,EH,1696090315
434,juegang,32.3174,121.1855,21.06,85,38,2.98,CN,1696090315
435,enewetak,11.3474,162.3373,28.9,77,85,5.38,MH,1696090060
436,kigoma,-4.8769,29.6267,27.73,59,0,1.9,TZ,1696090316
437,saudarkrokur,65.7461,-19.6394,7.77,64,76,1.68,IS,1696090316
438,yinchuan,38.4681,106.2731,17.71,40,40,1.89,CN,1696090317
439,hobyo,5.3505,48.5268,26.32,83,8,9.04,SO,1696090317
440,dongola,19.1667,30.4833,42.02,9,65,2.81,SD,1696090039
441,darwin,-12.4611,130.8418,26.99,74,75,1.54,AU,1696090188
442,kapuskasing,49.4169,-82.4331,17.9,72,99,2.83,CA,1696090044
443,kangding,30.0513,101.9603,14.15,97,95,1.65,CN,1696090157
444,estevan,49.1334,-102.9842,13.11,58,100,5.14,CA,1696090317
445,lata,40.1629,-8.3327,35.51,44,4,1.05,PT,1696090318
446,tuy hoa,13.0833,109.3,25.83,89,98,2.18,VN,1696090319
447,ambagarh chauki,20.7833,80.7167,24.81,90,89,1.99,IN,1696090319
448,prince rupert,54.3161,-130.3201,9.83,95,40,2.06,CA,1696090298
449,xining,36.6167,101.7667,12.71,75,91,0.35,CN,1696090320
450,brookings,44.3114,-96.7984,20.81,97,20,6.17,US,1696090067
451,vorkuta,67.5,64.0,2.12,78,100,7.59,RU,1696090320
452,comodoro rivadavia,-45.8667,-67.5,16.61,33,100,8.9,AR,1696090320
453,flekkefjord,58.2971,6.6607,13.3,78,100,5.61,NO,1696090321
454,vernon,50.2581,-119.2691,11.27,84,92,0.45,CA,1696090055
455,flying fish cove,-10.4217,105.6791,23.82,94,75,4.12,CX,1696090102
456,viedma,-40.8135,-62.9967,15.7,24,0,1.4,AR,1696090321
457,sucre,-19.0333,-65.2627,17.57,53,81,4.48,BO,1696090322
458,al hayy,32.1735,46.0433,33.8,16,0,7.88,IQ,1696090322
459,kenai,60.5544,-151.2583,6.75,90,75,6.69,US,1696090156
460,novyy turtkul',41.55,61.0167,17.95,36,45,0.82,UZ,1696090323
461,markha,62.1053,129.7269,0.51,68,0,2.0,RU,1696090323
462,weligama,5.9667,80.4167,25.3,89,100,2.15,LK,1696090323
463,crane,31.3974,-102.3501,26.52,53,89,10.36,US,1696090042
464,freetown,8.484,-13.2299,29.84,74,75,6.69,SL,1696090324
465,kuraymah,18.55,31.85,41.01,8,40,4.14,SD,1696090324
466,tangjiazhuang,39.7333,118.45,14.74,47,0,2.38,CN,1696090325
467,paoua,7.2427,16.4406,25.23,87,97,1.62,CF,1696090325
468,dwarka,22.2394,68.9678,27.66,77,2,4.71,IN,1696090325
469,tubarjal,30.4999,38.216,30.87,17,0,3.41,SA,1696090325
470,segovia,41.1667,-4.0,28.02,20,56,1.36,ES,1696090326
471,tarko-sale,64.9225,77.785,-0.56,70,81,3.58,RU,1696090326
472,dzhalagash,45.0833,64.6667,18.08,36,43,1.3,KZ,1696090326
473,nedroma,35.0136,-1.748,26.64,51,6,3.4,DZ,1696090327
474,carutapera,-1.195,-46.02,31.65,55,32,4.65,BR,1696090027
475,kerikeri,-35.2268,173.9474,6.62,89,4,2.87,NZ,1696090147
476,amarante do maranhao,-5.5667,-46.7422,39.36,22,78,2.81,BR,1696090327
477,mammoth lakes,37.6485,-118.9721,6.81,70,40,4.12,US,1696090328
478,wynyard,-41.0,145.7167,13.23,71,86,3.24,AU,1696090100
479,piriapolis,-34.8682,-55.2744,14.09,66,75,5.66,UY,1696090328
480,edmundston,47.3737,-68.3251,16.63,72,0,1.54,CA,1696090329
481,guerrero negro,27.9769,-114.0611,20.5,68,33,5.25,MX,1696090329
482,vila velha,-20.3297,-40.2925,21.97,88,75,1.03,BR,1696090329
483,surab,28.4914,66.2585,15.46,17,0,3.25,PK,1696090329
484,el nido,11.1858,119.3956,27.53,83,100,4.94,PH,1696090330
485,prakhon chai,14.6059,103.1208,24.67,90,100,2.16,TH,1696090330
486,namibe,-15.1961,12.1522,19.91,77,30,4.89,AO,1696090080
487,naze,28.3667,129.4833,25.21,86,39,2.58,JP,1696090331
488,porto velho,-8.7619,-63.9039,31.03,66,40,1.54,BR,1696090331
489,changji,44.0167,87.3167,17.44,51,0,8.0,CN,1696090331
490,eirunepe,-6.6603,-69.8736,35.09,45,90,1.53,BR,1696090131
491,piton saint-leu,-21.2196,55.3151,22.06,83,0,2.57,RE,1696090332
492,imam qasim,32.298,44.6828,32.03,19,0,3.15,IQ,1696090332
493,krasnyy chikoy,50.3643,108.7512,4.54,86,32,1.2,RU,1696090333
494,dul'durga,50.6761,113.5931,5.61,67,53,1.53,RU,1696090333
495,mendoza,-32.8908,-68.8272,19.74,15,0,4.63,AR,1696090286
496,kingaroy,-26.5333,151.8333,10.66,96,0,1.31,AU,1696090333
497,port augusta,-32.5,137.7667,21.25,19,39,3.13,AU,1696090133
498,ardestan,33.3761,52.3694,22.8,20,1,3.32,IR,1696090334
499,al bawiti,28.3492,28.8659,31.44,29,98,4.97,EG,1696090334
500,erenhot,43.6475,111.9767,11.07,27,4,2.11,CN,1696090335
501,yanchep,-31.55,115.6833,15.53,81,52,1.47,AU,1696090335
502,hastings,50.8552,0.5729,18.27,25,60,4.42,GB,1696089822
503,north madison,38.7678,-85.3966,25.92,65,0,2.06,US,1696090335
504,paradip garh,20.3167,86.6167,27.16,85,100,3.41,IN,1696090336
505,coquimbo,-29.9533,-71.3436,15.82,69,42,2.75,CL,1696090132
506,obudu,6.6674,9.1716,27.34,80,100,1.39,NG,1696090336
507,horta,38.5333,-28.6333,23.34,66,20,4.12,PT,1696090020
508,bantilan,14.7519,121.6656,27.84,84,100,2.0,PH,1696090337
509,kangasniemi,61.9936,26.6479,13.01,87,8,4.72,FI,1696090337
510,bonthe,7.5264,-12.505,29.16,70,77,4.41,SL,1696090337
511,papao,-17.75,-149.55,22.82,84,27,10.49,PF,1696090039
512,ugoofaaru,5.6667,73.0,27.67,80,99,5.44,MV,1696090338
513,rio hato,8.3833,-80.1667,30.75,71,20,3.09,PA,1696090338
514,fang,19.9169,99.2145,22.6,99,100,0.31,TH,1696090338
515,bahau,2.8079,102.4049,24.17,94,88,2.27,MY,1696090339
516,fort bragg,35.139,-79.006,22.68,76,100,3.09,US,1696090050
517,shchigry,51.8755,36.9043,16.9,40,1,1.44,RU,1696090339
518,baltasi,56.3462,50.2062,12.05,66,84,2.68,RU,1696090339
519,novyy urgal,51.0736,132.5642,6.11,92,96,1.45,RU,1696090340
520,bargaal,11.2864,51.0773,27.21,80,73,2.1,SO,1696090340
521,belomorsk,64.5232,34.7668,14.16,94,100,4.85,RU,1696090340
522,as samawah,31.332,45.2944,34.28,18,0,7.04,IQ,1696090341
523,missoula,47.0166,-113.8009,4.5,86,100,1.41,US,1696090341
524,barah,13.7,30.3667,37.19,23,45,0.78,SD,1696090341
525,bol,13.4586,14.7147,28.97,70,99,0.77,TD,1696090342
526,khost,33.3395,69.9204,22.26,33,0,0.8,AF,1696090342
527,arenas de san pedro,40.2104,-5.0869,30.77,25,19,2.28,ES,1696090342
528,villazon,-22.0866,-65.5942,21.0,20,58,4.9,BO,1696090342
529,shush,32.1942,48.2436,34.27,12,0,9.74,IR,1696090343
530,timimoun,29.2639,0.231,34.27,17,0,9.41,DZ,1696090029
531,carolina beach,34.0352,-77.8936,25.03,76,76,0.89,US,1696090343
532,antsiranana,-12.2787,49.2917,23.84,80,1,6.83,MG,1696090112
533,diamantino,-14.4086,-56.4461,38.63,32,26,0.65,BR,1696090344
534,uige,-7.6087,15.0613,23.57,81,99,1.95,AO,1696090154
535,gaiman,-43.2897,-65.4929,19.3,17,5,9.49,AR,1696090344
536,masterton,-40.9597,175.6575,4.94,92,13,1.04,NZ,1696090197
537,cabinda,-5.55,12.2,25.36,77,77,4.23,AO,1696090345
538,uvira,-3.4067,29.1458,27.97,58,33,1.76,CD,1696090345
539,nema,57.5067,50.5011,10.1,74,81,2.9,RU,1696090345
540,tobelo,1.7284,128.0095,25.95,83,81,2.17,ID,1696090346
541,nuku'alofa,-21.1333,-175.2,20.19,68,75,1.54,TO,1696090346
542,acarau,-2.8856,-40.12,32.24,51,18,10.25,BR,1696090092
543,acapulco de juarez,16.8634,-99.8901,29.9,70,100,3.6,MX,1696090098
544,chasong,41.4608,126.6414,8.71,88,80,0.47,KP,1696090347
545,stephenville,32.2207,-98.2023,30.43,55,0,4.63,US,1696090347
546,longgang,37.6508,120.3286,20.75,51,0,4.48,CN,1696090347
547,catriel,-37.8791,-67.7956,18.74,23,0,9.79,AR,1696090348
548,midvagur,62.0511,-7.1939,10.46,76,99,1.03,FO,1696090348
549,santa cruz,-17.8,-63.1667,29.99,25,99,2.8,BO,1696090348
550,grand-fort-philippe,50.9996,2.1078,20.06,62,86,4.07,FR,1696090348
551,zahedan,29.4963,60.8629,21.95,16,0,4.12,IR,1696090349
552,inirida,3.8653,-67.9239,35.14,51,95,1.05,CO,1696090028
553,balaklava,44.5,33.6,20.21,57,45,1.83,UA,1696090349
554,ed damer,17.5928,33.9592,40.07,9,28,4.08,SD,1696090349
555,vershino-darasunskiy,52.35,115.5167,5.23,67,48,1.19,RU,1696090350
556,inarajan village,13.2736,144.7484,27.54,96,93,2.64,GU,1696090350
557,metlili chaamba,32.2667,3.6333,30.52,20,0,2.57,DZ,1696090350
558,borogontsy,62.6683,131.1683,-0.4,51,28,1.34,RU,1696090351
559,trujillo,-8.116,-79.03,21.98,68,98,4.63,PE,1696090228
560,keren,15.7778,38.4581,26.04,28,2,2.76,ER,1696090351
561,pont rouge,48.8833,-72.0825,17.34,62,86,2.1,CA,1696090029
562,mozarlandia,-14.7447,-50.5706,36.19,33,89,3.19,BR,1696090352
563,riohacha,11.5444,-72.9072,31.53,64,100,3.56,CO,1696090352
564,yeniseysk,58.4497,92.1703,2.75,97,100,4.92,RU,1696090352
565,balqash,46.8481,74.995,15.15,58,95,0.84,KZ,1696090352
566,nishinoomote,30.7333,131.0,26.55,73,0,7.05,JP,1696090141
567,kuusamo,65.9667,29.1833,11.02,100,100,0.0,FI,1696090160
568,ad darb,17.7229,42.2526,32.11,61,6,2.53,SA,1696090353
569,rayevskiy,54.0658,54.9468,11.0,80,31,1.11,RU,1696090353
